altitude,xaccel,yaccel,zaccel,elevator,aileron,rudder
1324.0762,1.3341,8.388,-1.2663,0.0592,0.029,0.0
1324.0897,1.3345,8.3879,-1.2663,0.0592,0.029,0.0
1324.1032,1.3349,8.3879,-1.2662,0.0592,0.029,0.0
1324.1166,1.3353,8.3878,-1.2662,0.0592,0.029,0.0
1324.1301,1.3357,8.3878,-1.2662,0.0592,0.029,0.0
1324.1436,1.3361,8.3877,-1.2662,0.0592,0.029,0.0
1324.157,1.3365,8.3876,-1.2662,0.0592,0.029,0.0
1324.1705,1.3369,8.3876,-1.2662,0.0592,0.029,0.0
1324.1839,1.3373,8.3875,-1.2662,0.0592,0.029,0.0
1324.1974,1.3377,8.3875,-1.2662,0.0592,0.029,0.0
1324.2109,1.3381,8.3874,-1.2662,0.0592,0.029,0.0
1324.2243,1.3385,8.3873,-1.2662,0.0592,0.029,0.0
1324.2378,1.3389,8.3873,-1.2662,0.0592,0.029,0.0
1324.2513,1.3393,8.3872,-1.2661,0.0592,0.029,0.0
1324.2647,1.3397,8.3871,-1.2661,0.0592,0.029,0.0
1324.2782,1.3401,8.3871,-1.2661,0.0592,0.029,0.0
1324.2916,1.3405,8.387,-1.2661,0.0592,0.029,0.0
1324.3051,1.3409,8.387,-1.2661,0.0592,0.029,0.0
1324.3186,1.3413,8.3869,-1.2661,0.0592,0.029,0.0
1324.332,1.3417,8.3868,-1.2661,0.0592,0.029,0.0
1324.3455,1.3421,8.3868,-1.2661,0.0592,0.029,0.0
1324.359,1.3425,8.3867,-1.2661,0.0592,0.029,0.0
1324.3724,1.3429,8.3866,-1.2661,0.0592,0.029,0.0
1324.3859,1.3433,8.3866,-1.2661,0.0592,0.029,0.0
1324.3994,1.3437,8.3865,-1.266,0.0592,0.029,0.0
1324.4128,1.3441,8.3865,-1.266,0.0592,0.029,0.0
1324.4263,1.3445,8.3864,-1.266,0.0592,0.029,0.0
1324.4397,1.3449,8.3863,-1.266,0.0592,0.029,0.0
1324.4532,1.3452,8.3863,-1.266,0.0592,0.029,0.0
1324.4667,1.3456,8.3862,-1.266,0.0592,0.029,0.0
1324.4801,1.346,8.3862,-1.266,0.0592,0.029,0.0
1324.4936,1.3464,8.3861,-1.266,0.0592,0.029,0.0
1324.5071,1.3468,8.386,-1.266,0.0592,0.029,0.0
1324.5205,1.3472,8.386,-1.266,0.0592,0.029,0.0
1324.534,1.3476,8.3859,-1.266,0.0592,0.029,0.0
1324.5474,1.348,8.3858,-1.2659,0.0592,0.029,0.0
1324.5609,1.3484,8.3858,-1.2659,0.0592,0.029,0.0
1324.5744,1.3488,8.3857,-1.2659,0.0592,0.029,0.0
1324.5878,1.3492,8.3857,-1.2659,0.0592,0.029,0.0
1324.6013,1.3496,8.3856,-1.2659,0.0592,0.029,0.0
1324.6148,1.35,8.3855,-1.2659,0.0592,0.029,0.0
1324.6282,1.3504,8.3855,-1.2659,0.0592,0.029,0.0
1324.6417,1.3508,8.3854,-1.2659,0.0592,0.029,0.0
1324.6552,1.3512,8.3853,-1.2659,0.0592,0.029,0.0
1324.6686,1.3516,8.3853,-1.2659,0.0592,0.029,0.0
1324.6821,1.352,8.3852,-1.2659,0.0592,0.029,0.0
1324.6955,1.3524,8.3852,-1.2658,0.0592,0.029,0.0
1324.709,1.3528,8.3851,-1.2658,0.0592,0.029,0.0
1324.7225,1.3532,8.385,-1.2658,0.0592,0.029,0.0
1324.7359,1.3536,8.385,-1.2658,0.0592,0.029,0.0
1324.7494,1.354,8.3849,-1.2658,0.0592,0.029,0.0
1324.7629,1.3544,8.3849,-1.2658,0.0592,0.029,0.0
1324.7763,1.3548,8.3848,-1.2658,0.0592,0.029,0.0
1324.7898,1.3552,8.3847,-1.2658,0.0592,0.029,0.0
1324.8032,1.3556,8.3847,-1.2658,0.0592,0.029,0.0
1324.8167,1.356,8.3846,-1.2658,0.0592,0.029,0.0
1324.8302,1.3564,8.3845,-1.2658,0.0592,0.029,0.0
1324.8436,1.3568,8.3845,-1.2657,0.0592,0.029,0.0
1324.8571,1.3572,8.3844,-1.2657,0.0592,0.029,0.0
1324.8706,1.3576,8.3844,-1.2657,0.0592,0.029,0.0
1324.884,1.358,8.3843,-1.2657,0.0592,0.029,0.0
1324.8975,1.3584,8.3842,-1.2657,0.0592,0.029,0.0
1324.911,1.3588,8.3842,-1.2657,0.0592,0.029,0.0
1324.9244,1.3592,8.3841,-1.2657,0.0592,0.029,0.0
1324.9379,1.3596,8.384,-1.2657,0.0592,0.029,0.0
1324.9513,1.36,8.384,-1.2657,0.0592,0.029,0.0
1324.9648,1.3604,8.3839,-1.2657,0.0592,0.029,0.0
1324.9783,1.3608,8.3839,-1.2657,0.0592,0.029,0.0
1324.9917,1.3612,8.3838,-1.2656,0.0592,0.029,0.0
1325.0052,1.3616,8.3837,-1.2656,0.0592,0.029,0.0
1325.0187,1.362,8.3837,-1.2656,0.0592,0.029,0.0
1325.0321,1.3624,8.3836,-1.2656,0.0592,0.029,0.0
1325.0456,1.3628,8.3835,-1.2656,0.0592,0.029,0.0
1325.059,1.3632,8.3835,-1.2656,0.0592,0.029,0.0
1325.0725,1.3636,8.3834,-1.2656,0.0592,0.029,0.0
1325.086,1.364,8.3834,-1.2656,0.0592,0.029,0.0
1325.0994,1.3644,8.3833,-1.2656,0.0592,0.029,0.0
1325.1129,1.3648,8.3832,-1.2656,0.0592,0.029,0.0
1325.1264,1.3652,8.3832,-1.2656,0.0592,0.029,0.0
1325.1398,1.3656,8.3831,-1.2655,0.0592,0.029,0.0
1325.1533,1.366,8.383,-1.2655,0.0592,0.029,0.0
1325.1667,1.3664,8.383,-1.2655,0.0592,0.029,0.0
1325.1802,1.3668,8.3829,-1.2655,0.0592,0.029,0.0
1325.1937,1.3672,8.3829,-1.2655,0.0592,0.029,0.0
1325.2071,1.3676,8.3828,-1.2655,0.0592,0.029,0.0
1325.2206,1.368,8.3827,-1.2655,0.0592,0.029,0.0
1325.2341,1.3684,8.3827,-1.2655,0.0592,0.029,0.0
1325.2475,1.3688,8.3826,-1.2655,0.0592,0.029,0.0
1325.261,1.3692,8.3825,-1.2655,0.0592,0.029,0.0
1325.2745,1.3696,8.3825,-1.2655,0.0592,0.029,0.0
1325.2879,1.37,8.3824,-1.2654,0.0592,0.029,0.0
1325.3014,1.3704,8.3823,-1.2654,0.0592,0.029,0.0
1325.3148,1.3708,8.3823,-1.2654,0.0592,0.029,0.0
1325.3283,1.3712,8.3822,-1.2654,0.0592,0.029,0.0
1325.3418,1.3716,8.3822,-1.2654,0.0592,0.029,0.0
1325.3552,1.372,8.3821,-1.2654,0.0592,0.029,0.0
1325.3687,1.3724,8.382,-1.2654,0.0592,0.029,0.0
1325.3822,1.3728,8.382,-1.2654,0.0592,0.029,0.0
1325.3956,1.3732,8.3819,-1.2654,0.0592,0.029,0.0
1325.4091,1.3736,8.3818,-1.2654,0.0592,0.029,0.0
1325.4225,1.374,8.3818,-1.2654,0.0592,0.029,0.0
1325.436,1.3744,8.3817,-1.2653,0.0592,0.029,0.0
1325.4495,1.3748,8.3817,-1.2653,0.0592,0.029,0.0
1325.4629,1.3752,8.3816,-1.2653,0.0592,0.029,0.0
1325.4764,1.3756,8.3815,-1.2653,0.0592,0.029,0.0
1325.4899,1.376,8.3815,-1.2653,0.0592,0.029,0.0
1325.5033,1.3764,8.3814,-1.2653,0.0592,0.029,0.0
1325.5168,1.3768,8.3813,-1.2653,0.0592,0.029,0.0
1325.5303,1.3772,8.3813,-1.2653,0.0592,0.029,0.0
1325.5437,1.3776,8.3812,-1.2653,0.0592,0.029,0.0
1325.5572,1.378,8.3811,-1.2653,0.0592,0.029,0.0
1325.5706,1.3784,8.3811,-1.2653,0.0592,0.029,0.0
1325.5841,1.3788,8.381,-1.2652,0.0592,0.029,0.0
1325.5976,1.3792,8.381,-1.2652,0.0592,0.029,0.0
1325.611,1.3795,8.3809,-1.2652,0.0592,0.029,0.0
1325.6245,1.3799,8.3808,-1.2652,0.0592,0.029,0.0
1325.638,1.3803,8.3808,-1.2652,0.0592,0.029,0.0
1325.6514,1.3807,8.3807,-1.2652,0.0592,0.029,0.0
1325.6649,1.3811,8.3806,-1.2652,0.0592,0.029,0.0
1325.6783,1.3815,8.3806,-1.2652,0.0592,0.029,0.0
1325.6918,1.3819,8.3805,-1.2652,0.0592,0.029,0.0
1325.7053,1.3823,8.3805,-1.2652,0.0592,0.029,0.0
1325.7187,1.3827,8.3804,-1.2652,0.0592,0.029,0.0
1325.7322,1.3831,8.3803,-1.2651,0.0592,0.029,0.0
1325.7457,1.3835,8.3803,-1.2651,0.0592,0.029,0.0
1325.7591,1.3839,8.3802,-1.2651,0.0592,0.029,0.0
1325.7726,1.3843,8.3801,-1.2651,0.0592,0.029,0.0
1325.786,1.3847,8.3801,-1.2651,0.0592,0.029,0.0
1325.7995,1.3851,8.38,-1.2651,0.0592,0.029,0.0
1325.813,1.3855,8.3799,-1.2651,0.0592,0.029,0.0
1325.8264,1.3859,8.3799,-1.2651,0.0592,0.029,0.0
1325.8399,1.3863,8.3798,-1.2651,0.0592,0.029,0.0
1325.8534,1.3867,8.3798,-1.2651,0.0592,0.029,0.0
1325.8668,1.3871,8.3797,-1.2651,0.0592,0.029,0.0
1325.8803,1.3875,8.3796,-1.265,0.0592,0.029,0.0
1325.8938,1.3879,8.3796,-1.265,0.0592,0.029,0.0
1325.9072,1.3883,8.3795,-1.265,0.0592,0.029,0.0
1325.9207,1.3887,8.3794,-1.265,0.0592,0.029,0.0
1325.9341,1.3891,8.3794,-1.265,0.0592,0.029,0.0
1325.9476,1.3895,8.3793,-1.265,0.0592,0.029,0.0
1325.9611,1.3899,8.3792,-1.265,0.0592,0.029,0.0
1325.9745,1.3903,8.3792,-1.265,0.0592,0.029,0.0
1325.988,1.3907,8.3791,-1.265,0.0592,0.029,0.0
1326.0015,1.3911,8.379,-1.265,0.0592,0.029,0.0
1326.0149,1.3915,8.379,-1.2649,0.0592,0.029,0.0
1326.0284,1.3919,8.3789,-1.2649,0.0592,0.029,0.0
1326.0418,1.3923,8.3789,-1.2649,0.0592,0.029,0.0
1326.0553,1.3927,8.3788,-1.2649,0.0592,0.029,0.0
1326.0688,1.3931,8.3787,-1.2649,0.0592,0.029,0.0
1326.0822,1.3935,8.3787,-1.2649,0.0592,0.029,0.0
1326.0957,1.3939,8.3786,-1.2649,0.0592,0.029,0.0
1326.1092,1.3943,8.3785,-1.2649,0.0592,0.029,0.0
1326.1226,1.3947,8.3785,-1.2649,0.0592,0.029,0.0
1326.1361,1.3951,8.3784,-1.2649,0.0592,0.029,0.0
1326.1496,1.3955,8.3783,-1.2649,0.0592,0.029,0.0
1326.163,1.3959,8.3783,-1.2648,0.0592,0.029,0.0
1326.1765,1.3963,8.3782,-1.2648,0.0592,0.029,0.0
1326.1899,1.3967,8.3782,-1.2648,0.0592,0.029,0.0
1326.2034,1.3971,8.3781,-1.2648,0.0592,0.029,0.0
1326.2169,1.3975,8.378,-1.2648,0.0592,0.029,0.0
1326.2303,1.3979,8.378,-1.2648,0.0592,0.029,0.0
1326.2438,1.3983,8.3779,-1.2648,0.0592,0.029,0.0
1326.2573,1.3987,8.3778,-1.2648,0.0592,0.029,0.0
1326.2707,1.3991,8.3778,-1.2648,0.0592,0.029,0.0
1326.2842,1.3995,8.3777,-1.2648,0.0592,0.029,0.0
1326.2976,1.3999,8.3776,-1.2648,0.0592,0.029,0.0
1326.3111,1.4003,8.3776,-1.2647,0.0592,0.029,0.0
1326.3246,1.4007,8.3775,-1.2647,0.0592,0.029,0.0
1326.338,1.4011,8.3774,-1.2647,0.0592,0.029,0.0
1326.3515,1.4015,8.3774,-1.2647,0.0592,0.029,0.0
1326.365,1.4019,8.3773,-1.2647,0.0592,0.029,0.0
1326.3784,1.4023,8.3773,-1.2647,0.0592,0.029,0.0
1326.3919,1.4027,8.3772,-1.2647,0.0592,0.029,0.0
1326.4053,1.4031,8.3771,-1.2647,0.0592,0.029,0.0
1326.4188,1.4035,8.3771,-1.2647,0.0592,0.029,0.0
1326.4323,1.4039,8.377,-1.2647,0.0592,0.029,0.0
1326.4457,1.4043,8.3769,-1.2646,0.0592,0.029,0.0
1326.4592,1.4047,8.3769,-1.2646,0.0592,0.029,0.0
1326.4727,1.4051,8.3768,-1.2646,0.0592,0.029,0.0
1326.4861,1.4054,8.3767,-1.2646,0.0592,0.029,0.0
1326.4996,1.4058,8.3767,-1.2646,0.0592,0.029,0.0
1326.5131,1.4062,8.3766,-1.2646,0.0592,0.029,0.0
1326.5265,1.4066,8.3765,-1.2646,0.0592,0.029,0.0
1326.54,1.407,8.3765,-1.2646,0.0592,0.029,0.0
1326.5534,1.4074,8.3764,-1.2646,0.0592,0.029,0.0
1326.5669,1.4078,8.3763,-1.2646,0.0592,0.029,0.0
1326.5804,1.4082,8.3763,-1.2646,0.0592,0.029,0.0
1326.5938,1.4086,8.3762,-1.2645,0.0592,0.029,0.0
1326.6073,1.409,8.3762,-1.2645,0.0592,0.029,0.0
1326.6208,1.4094,8.3761,-1.2645,0.0592,0.029,0.0
1326.6342,1.4098,8.376,-1.2645,0.0592,0.029,0.0
1326.6477,1.4102,8.376,-1.2645,0.0592,0.029,0.0
1326.6611,1.4106,8.3759,-1.2645,0.0592,0.029,0.0
1326.6746,1.411,8.3758,-1.2645,0.0592,0.029,0.0
1326.6881,1.4114,8.3758,-1.2645,0.0592,0.029,0.0
1326.7015,1.4118,8.3757,-1.2645,0.0592,0.029,0.0
1326.715,1.4122,8.3756,-1.2645,0.0592,0.029,0.0
1326.7285,1.4126,8.3756,-1.2645,0.0592,0.029,0.0
1326.7419,1.413,8.3755,-1.2644,0.0592,0.029,0.0
1326.7554,1.4134,8.3754,-1.2644,0.0592,0.029,0.0
1326.7688,1.4138,8.3754,-1.2644,0.0592,0.029,0.0
1326.7823,1.4142,8.3753,-1.2644,0.0592,0.029,0.0
1326.7958,1.4146,8.3752,-1.2644,0.0592,0.029,0.0
1326.8092,1.415,8.3752,-1.2644,0.0592,0.029,0.0
1326.8227,1.4154,8.3751,-1.2644,0.0592,0.029,0.0
1326.8362,1.4158,8.3751,-1.2644,0.0592,0.029,0.0
1326.8496,1.4162,8.375,-1.2644,0.0592,0.029,0.0
1326.8631,1.4166,8.3749,-1.2644,0.0592,0.029,0.0
1326.8765,1.417,8.3749,-1.2643,0.0592,0.029,0.0
1326.89,1.4174,8.3748,-1.2643,0.0592,0.029,0.0
1326.9035,1.4178,8.3747,-1.2643,0.0592,0.029,0.0
1326.9169,1.4182,8.3747,-1.2643,0.0592,0.029,0.0
1326.9304,1.4186,8.3746,-1.2643,0.0592,0.029,0.0
1326.9439,1.419,8.3745,-1.2643,0.0592,0.029,0.0
1326.9573,1.4194,8.3745,-1.2643,0.0592,0.029,0.0
1326.9708,1.4198,8.3744,-1.2643,0.0592,0.029,0.0
1326.9843,1.4202,8.3743,-1.2643,0.0592,0.029,0.0
1326.9977,1.4206,8.3743,-1.2643,0.0592,0.029,0.0
1327.0112,1.421,8.3742,-1.2643,0.0592,0.029,0.0
1327.0246,1.4214,8.3741,-1.2642,0.0592,0.029,0.0
1327.0381,1.4218,8.3741,-1.2642,0.0592,0.029,0.0
1327.0516,1.4222,8.374,-1.2642,0.0592,0.029,0.0
1327.065,1.4226,8.3739,-1.2642,0.0592,0.029,0.0
1327.0785,1.423,8.3739,-1.2642,0.0592,0.029,0.0
1327.092,1.4234,8.3738,-1.2642,0.0592,0.029,0.0
1327.1054,1.4238,8.3737,-1.2642,0.0592,0.029,0.0
1327.1189,1.4242,8.3737,-1.2642,0.0592,0.029,0.0
1327.1323,1.4246,8.3736,-1.2642,0.0592,0.029,0.0
1327.1458,1.425,8.3736,-1.2642,0.0592,0.029,0.0
1327.1593,1.4254,8.3735,-1.2641,0.0592,0.029,0.0
1327.1727,1.4258,8.3734,-1.2641,0.0592,0.029,0.0
1327.1862,1.4262,8.3734,-1.2641,0.0592,0.029,0.0
1327.1997,1.4266,8.3733,-1.2641,0.0592,0.029,0.0
1327.2131,1.427,8.3732,-1.2641,0.0592,0.029,0.0
1327.2266,1.4273,8.3732,-1.2641,0.0592,0.029,0.0
1327.24,1.4277,8.3731,-1.2641,0.0592,0.029,0.0
1327.2535,1.4281,8.373,-1.2641,0.0592,0.029,0.0
1327.267,1.4285,8.373,-1.2641,0.0592,0.029,0.0
1327.2804,1.4289,8.3729,-1.2641,0.0592,0.029,0.0
1327.2939,1.4293,8.3728,-1.2641,0.0592,0.029,0.0
1327.3074,1.4297,8.3728,-1.264,0.0592,0.029,0.0
1327.3208,1.4301,8.3727,-1.264,0.0592,0.029,0.0
1327.3343,1.4305,8.3726,-1.264,0.0592,0.029,0.0
1327.3477,1.4309,8.3726,-1.264,0.0592,0.029,0.0
1327.3612,1.4313,8.3725,-1.264,0.0592,0.029,0.0
1327.3747,1.4317,8.3724,-1.264,0.0592,0.029,0.0
1327.3881,1.4321,8.3724,-1.264,0.0592,0.029,0.0
1327.4016,1.4325,8.3723,-1.264,0.0592,0.029,0.0
1327.4151,1.4329,8.3722,-1.264,0.0592,0.029,0.0
1327.4285,1.4333,8.3722,-1.264,0.0592,0.029,0.0
1327.442,1.4337,8.3721,-1.2639,0.0592,0.029,0.0
1327.4555,1.4341,8.372,-1.2639,0.0592,0.029,0.0
1327.4689,1.4345,8.372,-1.2639,0.0592,0.029,0.0
1327.4824,1.4349,8.3719,-1.2639,0.0592,0.029,0.0
1327.4958,1.4353,8.3718,-1.2639,0.0592,0.029,0.0
1327.5093,1.4357,8.3718,-1.2639,0.0592,0.029,0.0
1327.5228,1.4361,8.3717,-1.2639,0.0592,0.029,0.0
1327.5362,1.4365,8.3716,-1.2639,0.0592,0.029,0.0
1327.5497,1.4369,8.3716,-1.2639,0.0592,0.029,0.0
1327.5632,1.4373,8.3715,-1.2639,0.0592,0.029,0.0
1327.5766,1.4377,8.3714,-1.2638,0.0592,0.029,0.0
1327.5901,1.4381,8.3714,-1.2638,0.0592,0.029,0.0
1327.6035,1.4385,8.3713,-1.2638,0.0592,0.029,0.0
1327.617,1.4389,8.3713,-1.2638,0.0592,0.029,0.0
1327.6305,1.4393,8.3712,-1.2638,0.0592,0.029,0.0
1327.6439,1.4397,8.3711,-1.2638,0.0592,0.029,0.0
1327.6574,1.4401,8.3711,-1.2638,0.0592,0.029,0.0
1327.6709,1.4405,8.371,-1.2638,0.0592,0.029,0.0
1327.6843,1.4409,8.3709,-1.2638,0.0592,0.029,0.0
1327.6978,1.4413,8.3709,-1.2638,0.0592,0.029,0.0
1327.7112,1.4417,8.3708,-1.2638,0.0592,0.029,0.0
1327.7247,1.4421,8.3707,-1.2637,0.0592,0.029,0.0
1327.7382,1.4425,8.3707,-1.2637,0.0592,0.029,0.0
1327.7516,1.4429,8.3706,-1.2637,0.0592,0.029,0.0
1327.7651,1.4433,8.3705,-1.2637,0.0592,0.029,0.0
1327.7786,1.4437,8.3705,-1.2637,0.0592,0.029,0.0
1327.792,1.4441,8.3704,-1.2637,0.0592,0.029,0.0
1327.8055,1.4445,8.3703,-1.2637,0.0592,0.029,0.0
1327.8189,1.4449,8.3703,-1.2637,0.0592,0.029,0.0
1327.8324,1.4453,8.3702,-1.2637,0.0592,0.029,0.0
1327.8459,1.4457,8.3701,-1.2637,0.0592,0.029,0.0
1327.8593,1.4461,8.3701,-1.2636,0.0592,0.029,0.0
1327.8728,1.4464,8.37,-1.2636,0.0592,0.029,0.0
1327.8863,1.4468,8.3699,-1.2636,0.0592,0.029,0.0
1327.8997,1.4472,8.3699,-1.2636,0.0592,0.029,0.0
1327.9132,1.4476,8.3698,-1.2636,0.0592,0.029,0.0
1327.9267,1.448,8.3697,-1.2636,0.0592,0.029,0.0
1327.9401,1.4484,8.3697,-1.2636,0.0592,0.029,0.0
1327.9536,1.4488,8.3696,-1.2636,0.0592,0.029,0.0
1327.967,1.4492,8.3695,-1.2636,0.0592,0.029,0.0
1327.9805,1.4496,8.3695,-1.2636,0.0592,0.029,0.0
1327.994,1.45,8.3694,-1.2635,0.0592,0.029,0.0
1328.0074,1.4504,8.3693,-1.2635,0.0592,0.029,0.0
1328.0209,1.4508,8.3693,-1.2635,0.0592,0.029,0.0
1328.0344,1.4512,8.3692,-1.2635,0.0592,0.029,0.0
1328.0478,1.4516,8.3691,-1.2635,0.0592,0.029,0.0
1328.0613,1.452,8.3691,-1.2635,0.0592,0.029,0.0
1328.0747,1.4524,8.369,-1.2635,0.0592,0.029,0.0
1328.0882,1.4528,8.3689,-1.2635,0.0592,0.029,0.0
1328.1017,1.4532,8.3689,-1.2635,0.0592,0.029,0.0
1328.1151,1.4536,8.3688,-1.2635,0.0592,0.029,0.0
1328.1286,1.454,8.3687,-1.2634,0.0592,0.029,0.0
1328.1421,1.4544,8.3687,-1.2634,0.0592,0.029,0.0
1328.1555,1.4548,8.3686,-1.2634,0.0592,0.029,0.0
1328.169,1.4552,8.3685,-1.2634,0.0592,0.029,0.0
1328.1824,1.4556,8.3685,-1.2634,0.0592,0.029,0.0
1328.1959,1.456,8.3684,-1.2634,0.0592,0.029,0.0
1328.2094,1.4564,8.3683,-1.2634,0.0592,0.029,0.0
1328.2228,1.4568,8.3683,-1.2634,0.0592,0.029,0.0
1328.2363,1.4572,8.3682,-1.2634,0.0592,0.029,0.0
1328.2498,1.4576,8.3681,-1.2634,0.0592,0.029,0.0
1328.2632,1.458,8.3681,-1.2634,0.0592,0.029,0.0
1328.2767,1.4584,8.368,-1.2633,0.0592,0.029,0.0
1328.2901,1.4588,8.3679,-1.2633,0.0592,0.029,0.0
1328.3036,1.4592,8.3679,-1.2633,0.0592,0.029,0.0
1328.3171,1.4596,8.3678,-1.2633,0.0592,0.029,0.0
1328.3305,1.46,8.3677,-1.2633,0.0592,0.029,0.0
1328.344,1.4604,8.3677,-1.2633,0.0592,0.029,0.0
1328.3575,1.4608,8.3676,-1.2633,0.0592,0.029,0.0
1328.3709,1.4612,8.3675,-1.2633,0.0592,0.029,0.0
1328.3844,1.4616,8.3675,-1.2633,0.0592,0.029,0.0
1328.3978,1.462,8.3674,-1.2633,0.0592,0.029,0.0
1328.4113,1.4624,8.3673,-1.2632,0.0592,0.029,0.0
1328.4248,1.4628,8.3673,-1.2632,0.0592,0.029,0.0
1328.4382,1.4632,8.3672,-1.2632,0.0592,0.029,0.0
1328.4517,1.4635,8.3671,-1.2632,0.0592,0.029,0.0
1328.4652,1.4639,8.3671,-1.2632,0.0592,0.029,0.0
1328.4786,1.4643,8.367,-1.2632,0.0592,0.029,0.0
1328.4921,1.4647,8.3669,-1.2632,0.0592,0.029,0.0
1328.5055,1.4651,8.3669,-1.2632,0.0592,0.029,0.0
1328.519,1.4655,8.3668,-1.2632,0.0592,0.029,0.0
1328.5325,1.4659,8.3667,-1.2632,0.0592,0.029,0.0
1328.5459,1.4663,8.3666,-1.2631,0.0592,0.029,0.0
1328.5594,1.4667,8.3666,-1.2631,0.0592,0.029,0.0
1328.5729,1.4671,8.3665,-1.2631,0.0592,0.029,0.0
1328.5863,1.4675,8.3664,-1.2631,0.0592,0.029,0.0
1328.5998,1.4679,8.3664,-1.2631,0.0592,0.029,0.0
1328.6133,1.4683,8.3663,-1.2631,0.0592,0.029,0.0
1328.6267,1.4687,8.3662,-1.2631,0.0592,0.029,0.0
1328.6402,1.4691,8.3662,-1.2631,0.0592,0.029,0.0
1328.6536,1.4695,8.3661,-1.2631,0.0592,0.029,0.0
1328.6671,1.4699,8.366,-1.2631,0.0592,0.029,0.0
1328.6806,1.4703,8.366,-1.263,0.0592,0.029,0.0
1328.694,1.4707,8.3659,-1.263,0.0592,0.029,0.0
1328.7075,1.4711,8.3658,-1.263,0.0592,0.029,0.0
1328.721,1.4715,8.3658,-1.263,0.0592,0.029,0.0
1328.7344,1.4719,8.3657,-1.263,0.0592,0.029,0.0
1328.7479,1.4723,8.3656,-1.263,0.0592,0.029,0.0
1328.7613,1.4727,8.3656,-1.263,0.0592,0.029,0.0
1328.7748,1.4731,8.3655,-1.263,0.0592,0.029,0.0
1328.7883,1.4735,8.3654,-1.263,0.0592,0.029,0.0
1328.8017,1.4739,8.3654,-1.263,0.0592,0.029,0.0
1328.8152,1.4743,8.3653,-1.2629,0.0592,0.029,0.0
1328.8287,1.4747,8.3652,-1.2629,0.0592,0.029,0.0
1328.8421,1.4751,8.3652,-1.2629,0.0592,0.029,0.0
1328.8556,1.4755,8.3651,-1.2629,0.0592,0.029,0.0
1328.869,1.4759,8.365,-1.2629,0.0592,0.029,0.0
1328.8825,1.4763,8.365,-1.2629,0.0592,0.029,0.0
1328.896,1.4767,8.3649,-1.2629,0.0592,0.029,0.0
1328.9094,1.4771,8.3648,-1.2629,0.0592,0.029,0.0
1328.9229,1.4775,8.3648,-1.2629,0.0592,0.029,0.0
1328.9364,1.4779,8.3647,-1.2629,0.0592,0.029,0.0
1328.9498,1.4783,8.3646,-1.2628,0.0592,0.029,0.0
1328.9633,1.4787,8.3646,-1.2628,0.0592,0.029,0.0
1328.9767,1.479,8.3645,-1.2628,0.0592,0.029,0.0
1328.9902,1.4794,8.3644,-1.2628,0.0592,0.029,0.0
1329.0037,1.4798,8.3643,-1.2628,0.0592,0.029,0.0
1329.0171,1.4802,8.3643,-1.2628,0.0592,0.029,0.0
1329.0306,1.4806,8.3642,-1.2628,0.0592,0.029,0.0
1329.0441,1.481,8.3641,-1.2628,0.0592,0.029,0.0
1329.0575,1.4814,8.3641,-1.2628,0.0592,0.029,0.0
1329.071,1.4818,8.364,-1.2628,0.0592,0.029,0.0
1329.0844,1.4822,8.3639,-1.2627,0.0592,0.029,0.0
1329.0979,1.4826,8.3639,-1.2627,0.0592,0.029,0.0
1329.1114,1.483,8.3638,-1.2627,0.0592,0.029,0.0
1329.1248,1.4834,8.3637,-1.2627,0.0592,0.029,0.0
1329.1383,1.4838,8.3637,-1.2627,0.0592,0.029,0.0
1329.1518,1.4842,8.3636,-1.2627,0.0592,0.029,0.0
1329.1652,1.4846,8.3635,-1.2627,0.0592,0.029,0.0
1329.1787,1.485,8.3635,-1.2627,0.0592,0.029,0.0
1329.1921,1.4854,8.3634,-1.2627,0.0592,0.029,0.0
1329.2056,1.4858,8.3633,-1.2627,0.0592,0.029,0.0
1329.2191,1.4862,8.3633,-1.2626,0.0592,0.029,0.0
1329.2325,1.4866,8.3632,-1.2626,0.0592,0.029,0.0
1329.246,1.487,8.3631,-1.2626,0.0592,0.029,0.0
1329.2595,1.4874,8.3631,-1.2626,0.0592,0.029,0.0
1329.2729,1.4878,8.363,-1.2626,0.0592,0.029,0.0
1329.2864,1.4882,8.3629,-1.2626,0.0592,0.029,0.0
1329.2998,1.4886,8.3628,-1.2626,0.0592,0.029,0.0
1329.3133,1.489,8.3628,-1.2626,0.0592,0.029,0.0
1329.3268,1.4894,8.3627,-1.2626,0.0592,0.029,0.0
1329.3402,1.4898,8.3626,-1.2626,0.0592,0.029,0.0
1329.3537,1.4902,8.3626,-1.2625,0.0592,0.029,0.0
1329.3672,1.4906,8.3625,-1.2625,0.0592,0.029,0.0
1329.3806,1.491,8.3624,-1.2625,0.0592,0.029,0.0
1329.3941,1.4914,8.3624,-1.2625,0.0592,0.029,0.0
1329.4075,1.4918,8.3623,-1.2625,0.0592,0.029,0.0
1329.421,1.4922,8.3622,-1.2625,0.0592,0.029,0.0
1329.4345,1.4926,8.3622,-1.2625,0.0592,0.029,0.0
1329.4479,1.493,8.3621,-1.2625,0.0592,0.029,0.0
1329.4614,1.4934,8.362,-1.2625,0.0592,0.029,0.0
1329.4749,1.4937,8.362,-1.2625,0.0592,0.029,0.0
1329.4883,1.4941,8.3619,-1.2624,0.0592,0.029,0.0
