altitude,xaccel,yaccel,zaccel,elevator,aileron,rudder
1079.0557,-11.7206,6.3957,-0.7587,0.0642,0.0176,0.0
1079.0701,-11.7178,6.396,-0.759,0.0642,0.0176,0.0
1079.0844,-11.7149,6.3963,-0.7592,0.0642,0.0176,0.0
1079.0987,-11.712,6.3966,-0.7595,0.0642,0.0176,0.0
1079.1131,-11.7091,6.3968,-0.7597,0.0642,0.0176,0.0
1079.1274,-11.7063,6.3971,-0.76,0.0642,0.0176,0.0
1079.1417,-11.7034,6.3974,-0.7602,0.0642,0.0176,0.0
1079.1561,-11.7005,6.3977,-0.7605,0.0642,0.0176,0.0
1079.1704,-11.6976,6.398,-0.7607,0.0642,0.0176,0.0
1079.1848,-11.6948,6.3983,-0.761,0.0642,0.0176,0.0
1079.1991,-11.6919,6.3986,-0.7612,0.0642,0.0176,0.0
1079.2134,-11.689,6.3989,-0.7614,0.0642,0.0176,0.0
1079.2278,-11.6861,6.3992,-0.7617,0.0642,0.0176,0.0
1079.2421,-11.6833,6.3995,-0.7619,0.0642,0.0176,0.0
1079.2565,-11.6804,6.3997,-0.7622,0.0642,0.0176,0.0
1079.2708,-11.6775,6.4,-0.7624,0.0642,0.0176,0.0
1079.2851,-11.6747,6.4003,-0.7626,0.0642,0.0176,0.0
1079.2995,-11.6718,6.4006,-0.7629,0.0642,0.0176,0.0
1079.3138,-11.669,6.4009,-0.7631,0.0642,0.0176,0.0
1079.3281,-11.6661,6.4012,-0.7634,0.0642,0.0176,0.0
1079.3425,-11.6632,6.4015,-0.7636,0.0642,0.0176,0.0
1079.3568,-11.6604,6.4018,-0.7638,0.0642,0.0176,0.0
1079.3712,-11.6575,6.4021,-0.7641,0.0642,0.0176,0.0
1079.3855,-11.6547,6.4024,-0.7643,0.0642,0.0176,0.0
1079.3998,-11.6518,6.4026,-0.7645,0.0642,0.0176,0.0
1079.4142,-11.649,6.4029,-0.7647,0.0642,0.0176,0.0
1079.4285,-11.6461,6.4032,-0.765,0.0642,0.0176,0.0
1079.4428,-11.6432,6.4035,-0.7652,0.0642,0.0176,0.0
1079.4572,-11.6404,6.4038,-0.7654,0.0642,0.0176,0.0
1079.4715,-11.6375,6.4041,-0.7656,0.0642,0.0176,0.0
1079.4859,-11.6347,6.4044,-0.7659,0.0642,0.0176,0.0
1079.5002,-11.6318,6.4047,-0.7661,0.0642,0.0176,0.0
1079.5145,-11.629,6.405,-0.7663,0.0642,0.0176,0.0
1079.5289,-11.6262,6.4052,-0.7665,0.0642,0.0176,0.0
1079.5432,-11.6233,6.4055,-0.7668,0.0642,0.0177,0.0
1079.5575,-11.6205,6.4058,-0.767,0.0642,0.0177,0.0
1079.5719,-11.6176,6.4061,-0.7672,0.0642,0.0177,0.0
1079.5862,-11.6148,6.4064,-0.7674,0.0642,0.0177,0.0
1079.6006,-11.6119,6.4067,-0.7676,0.0642,0.0177,0.0
1079.6149,-11.6091,6.407,-0.7678,0.0642,0.0177,0.0
1079.6292,-11.6063,6.4073,-0.7681,0.0642,0.0177,0.0
1079.6436,-11.6034,6.4076,-0.7683,0.0642,0.0177,0.0
1079.6579,-11.6006,6.4078,-0.7685,0.0642,0.0177,0.0
1079.6722,-11.5978,6.4081,-0.7687,0.0642,0.0177,0.0
1079.6866,-11.5949,6.4084,-0.7689,0.0642,0.0177,0.0
1079.7009,-11.5921,6.4087,-0.7691,0.0642,0.0177,0.0
1079.7153,-11.5893,6.409,-0.7693,0.0642,0.0177,0.0
1079.7296,-11.5864,6.4093,-0.7695,0.0642,0.0177,0.0
1079.7439,-11.5836,6.4096,-0.7697,0.0642,0.0177,0.0
1079.7583,-11.5808,6.4099,-0.77,0.0642,0.0177,0.0
1079.7726,-11.5779,6.4102,-0.7702,0.0642,0.0177,0.0
1079.7869,-11.5751,6.4104,-0.7704,0.0642,0.0177,0.0
1079.8013,-11.5723,6.4107,-0.7706,0.0642,0.0177,0.0
1079.8156,-11.5695,6.411,-0.7708,0.0642,0.0177,0.0
1079.83,-11.5666,6.4113,-0.771,0.0642,0.0177,0.0
1079.8443,-11.5638,6.4116,-0.7712,0.0642,0.0177,0.0
1079.8586,-11.561,6.4119,-0.7714,0.0642,0.0177,0.0
1079.873,-11.5582,6.4122,-0.7716,0.0642,0.0177,0.0
1079.8873,-11.5554,6.4125,-0.7718,0.0642,0.0177,0.0
1079.9016,-11.5526,6.4128,-0.772,0.0642,0.0177,0.0
1079.916,-11.5497,6.413,-0.7722,0.0642,0.0177,0.0
1079.9303,-11.5469,6.4133,-0.7724,0.0642,0.0177,0.0
1079.9447,-11.5441,6.4136,-0.7726,0.0642,0.0177,0.0
1079.959,-11.5413,6.4139,-0.7728,0.0642,0.0177,0.0
1079.9733,-11.5385,6.4142,-0.773,0.0642,0.0177,0.0
1079.9877,-11.5357,6.4145,-0.7731,0.0642,0.0177,0.0
1080.002,-11.5329,6.4148,-0.7733,0.0642,0.0177,0.0
1080.0163,-11.5301,6.4151,-0.7735,0.0642,0.0177,0.0
1080.0307,-11.5272,6.4154,-0.7737,0.0642,0.0177,0.0
1080.045,-11.5244,6.4156,-0.7739,0.0642,0.0178,0.0
1080.0594,-11.5216,6.4159,-0.7741,0.0642,0.0178,0.0
1080.0737,-11.5188,6.4162,-0.7743,0.0642,0.0178,0.0
1080.088,-11.516,6.4165,-0.7745,0.0642,0.0178,0.0
1080.1024,-11.5132,6.4168,-0.7747,0.0642,0.0178,0.0
1080.1167,-11.5104,6.4171,-0.7748,0.0642,0.0178,0.0
1080.131,-11.5076,6.4174,-0.775,0.0642,0.0178,0.0
1080.1454,-11.5048,6.4177,-0.7752,0.0642,0.0178,0.0
1080.1597,-11.502,6.4179,-0.7754,0.0642,0.0178,0.0
1080.1741,-11.4992,6.4182,-0.7756,0.0642,0.0178,0.0
1080.1884,-11.4964,6.4185,-0.7757,0.0642,0.0178,0.0
1080.2027,-11.4936,6.4188,-0.7759,0.0642,0.0178,0.0
1080.2171,-11.4908,6.4191,-0.7761,0.0642,0.0178,0.0
1080.2314,-11.488,6.4194,-0.7763,0.0642,0.0178,0.0
1080.2457,-11.4853,6.4197,-0.7765,0.0642,0.0178,0.0
1080.2601,-11.4825,6.42,-0.7766,0.0642,0.0178,0.0
1080.2744,-11.4797,6.4203,-0.7768,0.0642,0.0178,0.0
1080.2888,-11.4769,6.4205,-0.777,0.0642,0.0178,0.0
1080.3031,-11.4741,6.4208,-0.7772,0.0642,0.0178,0.0
1080.3174,-11.4713,6.4211,-0.7773,0.0642,0.0178,0.0
1080.3318,-11.4685,6.4214,-0.7775,0.0642,0.0178,0.0
1080.3461,-11.4657,6.4217,-0.7777,0.0642,0.0178,0.0
1080.3604,-11.463,6.422,-0.7778,0.0642,0.0178,0.0
1080.3748,-11.4602,6.4223,-0.778,0.0642,0.0178,0.0
1080.3891,-11.4574,6.4226,-0.7782,0.0642,0.0178,0.0
1080.4034,-11.4546,6.4228,-0.7784,0.0642,0.0178,0.0
1080.4178,-11.4518,6.4231,-0.7785,0.0642,0.0178,0.0
1080.4321,-11.4491,6.4234,-0.7787,0.0642,0.0178,0.0
1080.4465,-11.4463,6.4237,-0.7789,0.0642,0.0178,0.0
1080.4608,-11.4435,6.424,-0.779,0.0642,0.0178,0.0
1080.4751,-11.4407,6.4243,-0.7792,0.0642,0.0178,0.0
1080.4895,-11.438,6.4246,-0.7793,0.0642,0.0178,0.0
1080.5038,-11.4352,6.4249,-0.7795,0.0642,0.0178,0.0
1080.5181,-11.4324,6.4251,-0.7797,0.0642,0.0178,0.0
1080.5325,-11.4296,6.4254,-0.7798,0.0642,0.0178,0.0
1080.5468,-11.4269,6.4257,-0.78,0.0642,0.0178,0.0
1080.5612,-11.4241,6.426,-0.7802,0.0642,0.0179,0.0
1080.5755,-11.4213,6.4263,-0.7803,0.0642,0.0179,0.0
1080.5898,-11.4186,6.4266,-0.7805,0.0642,0.0179,0.0
1080.6042,-11.4158,6.4269,-0.7806,0.0642,0.0179,0.0
1080.6185,-11.413,6.4272,-0.7808,0.0642,0.0179,0.0
1080.6328,-11.4103,6.4274,-0.7809,0.0642,0.0179,0.0
1080.6472,-11.4075,6.4277,-0.7811,0.0642,0.0179,0.0
1080.6615,-11.4047,6.428,-0.7812,0.0642,0.0179,0.0
1080.6758,-11.402,6.4283,-0.7814,0.0642,0.0179,0.0
1080.6902,-11.3992,6.4286,-0.7815,0.0642,0.0179,0.0
1080.7045,-11.3965,6.4289,-0.7817,0.0642,0.0179,0.0
1080.7189,-11.3937,6.4292,-0.7819,0.0642,0.0179,0.0
1080.7332,-11.391,6.4295,-0.782,0.0642,0.0179,0.0
1080.7475,-11.3882,6.4297,-0.7821,0.0642,0.0179,0.0
1080.7619,-11.3854,6.43,-0.7823,0.0642,0.0179,0.0
1080.7762,-11.3827,6.4303,-0.7824,0.0642,0.0179,0.0
1080.7905,-11.3799,6.4306,-0.7826,0.0642,0.0179,0.0
1080.8049,-11.3772,6.4309,-0.7827,0.0642,0.0179,0.0
1080.8192,-11.3744,6.4312,-0.7829,0.0642,0.0179,0.0
1080.8335,-11.3717,6.4315,-0.783,0.0642,0.0179,0.0
1080.8479,-11.3689,6.4317,-0.7832,0.0642,0.0179,0.0
1080.8622,-11.3662,6.432,-0.7833,0.0642,0.0179,0.0
1080.8766,-11.3635,6.4323,-0.7835,0.0642,0.0179,0.0
1080.8909,-11.3607,6.4326,-0.7836,0.0642,0.0179,0.0
1080.9052,-11.358,6.4329,-0.7837,0.0642,0.0179,0.0
1080.9196,-11.3552,6.4332,-0.7839,0.0642,0.0179,0.0
1080.9339,-11.3525,6.4335,-0.784,0.0642,0.0179,0.0
1080.9482,-11.3497,6.4338,-0.7842,0.0642,0.0179,0.0
1080.9626,-11.347,6.434,-0.7843,0.0642,0.0179,0.0
1080.9769,-11.3443,6.4343,-0.7844,0.0642,0.0179,0.0
1080.9912,-11.3415,6.4346,-0.7846,0.0642,0.0179,0.0
1081.0056,-11.3388,6.4349,-0.7847,0.0642,0.0179,0.0
1081.0199,-11.336,6.4352,-0.7848,0.0642,0.0179,0.0
1081.0343,-11.3333,6.4355,-0.785,0.0642,0.0179,0.0
1081.0486,-11.3306,6.4358,-0.7851,0.0642,0.0179,0.0
1081.0629,-11.3278,6.4361,-0.7852,0.0642,0.018,0.0
1081.0773,-11.3251,6.4363,-0.7854,0.0642,0.018,0.0
1081.0916,-11.3224,6.4366,-0.7855,0.0642,0.018,0.0
1081.1059,-11.3197,6.4369,-0.7856,0.0642,0.018,0.0
1081.1203,-11.3169,6.4372,-0.7858,0.0642,0.018,0.0
1081.1346,-11.3142,6.4375,-0.7859,0.0642,0.018,0.0
1081.1489,-11.3115,6.4378,-0.786,0.0642,0.018,0.0
1081.1633,-11.3087,6.4381,-0.7861,0.0642,0.018,0.0
1081.1776,-11.306,6.4383,-0.7863,0.0642,0.018,0.0
1081.192,-11.3033,6.4386,-0.7864,0.0642,0.018,0.0
1081.2063,-11.3006,6.4389,-0.7865,0.0642,0.018,0.0
1081.2206,-11.2979,6.4392,-0.7866,0.0642,0.018,0.0
1081.235,-11.2951,6.4395,-0.7868,0.0642,0.018,0.0
1081.2493,-11.2924,6.4398,-0.7869,0.0642,0.018,0.0
1081.2636,-11.2897,6.4401,-0.787,0.0642,0.018,0.0
1081.278,-11.287,6.4403,-0.7871,0.0642,0.018,0.0
1081.2923,-11.2843,6.4406,-0.7873,0.0642,0.018,0.0
1081.3066,-11.2815,6.4409,-0.7874,0.0642,0.018,0.0
1081.321,-11.2788,6.4412,-0.7875,0.0642,0.018,0.0
1081.3353,-11.2761,6.4415,-0.7876,0.0642,0.018,0.0
1081.3497,-11.2734,6.4418,-0.7877,0.0642,0.018,0.0
1081.364,-11.2707,6.4421,-0.7879,0.0642,0.018,0.0
1081.3783,-11.268,6.4423,-0.788,0.0642,0.018,0.0
1081.3927,-11.2653,6.4426,-0.7881,0.0642,0.018,0.0
1081.407,-11.2626,6.4429,-0.7882,0.0642,0.018,0.0
1081.4213,-11.2599,6.4432,-0.7883,0.0642,0.018,0.0
1081.4357,-11.2572,6.4435,-0.7884,0.0642,0.018,0.0
1081.45,-11.2545,6.4438,-0.7885,0.0642,0.018,0.0
1081.4643,-11.2517,6.4441,-0.7887,0.0642,0.018,0.0
1081.4787,-11.249,6.4443,-0.7888,0.0642,0.018,0.0
1081.493,-11.2463,6.4446,-0.7889,0.0642,0.018,0.0
1081.5073,-11.2436,6.4449,-0.789,0.0642,0.018,0.0
1081.5217,-11.2409,6.4452,-0.7891,0.0642,0.018,0.0
1081.536,-11.2382,6.4455,-0.7892,0.0642,0.018,0.0
1081.5504,-11.2355,6.4458,-0.7893,0.0642,0.018,0.0
1081.5647,-11.2328,6.4461,-0.7894,0.0642,0.018,0.0
1081.579,-11.2302,6.4463,-0.7895,0.0642,0.0181,0.0
1081.5934,-11.2275,6.4466,-0.7896,0.0642,0.0181,0.0
1081.6077,-11.2248,6.4469,-0.7898,0.0642,0.0181,0.0
1081.622,-11.2221,6.4472,-0.7899,0.0642,0.0181,0.0
1081.6364,-11.2194,6.4475,-0.79,0.0642,0.0181,0.0
1081.6507,-11.2167,6.4478,-0.7901,0.0642,0.0181,0.0
1081.665,-11.214,6.4481,-0.7902,0.0642,0.0181,0.0
1081.6794,-11.2113,6.4483,-0.7903,0.0642,0.0181,0.0
1081.6937,-11.2086,6.4486,-0.7904,0.0642,0.0181,0.0
1081.708,-11.2059,6.4489,-0.7905,0.0642,0.0181,0.0
1081.7224,-11.2032,6.4492,-0.7906,0.0642,0.0181,0.0
1081.7367,-11.2006,6.4495,-0.7907,0.0642,0.0181,0.0
1081.751,-11.1979,6.4498,-0.7908,0.0642,0.0181,0.0
1081.7654,-11.1952,6.4501,-0.7909,0.0642,0.0181,0.0
1081.7797,-11.1925,6.4503,-0.791,0.0642,0.0181,0.0
1081.7941,-11.1898,6.4506,-0.7911,0.0642,0.0181,0.0
1081.8084,-11.1871,6.4509,-0.7912,0.0642,0.0181,0.0
1081.8227,-11.1845,6.4512,-0.7913,0.0642,0.0181,0.0
1081.8371,-11.1818,6.4515,-0.7914,0.0642,0.0181,0.0
1081.8514,-11.1791,6.4518,-0.7915,0.0642,0.0181,0.0
1081.8657,-11.1764,6.4521,-0.7916,0.0642,0.0181,0.0
1081.8801,-11.1738,6.4523,-0.7916,0.0642,0.0181,0.0
1081.8944,-11.1711,6.4526,-0.7917,0.0642,0.0181,0.0
1081.9087,-11.1684,6.4529,-0.7918,0.0642,0.0181,0.0
1081.9231,-11.1657,6.4532,-0.7919,0.0642,0.0181,0.0
1081.9374,-11.1631,6.4535,-0.792,0.0642,0.0181,0.0
1081.9517,-11.1604,6.4538,-0.7921,0.0642,0.0181,0.0
1081.9661,-11.1577,6.4541,-0.7922,0.0642,0.0181,0.0
1081.9804,-11.1551,6.4543,-0.7923,0.0642,0.0181,0.0
1081.9947,-11.1524,6.4546,-0.7924,0.0642,0.0181,0.0
1082.0091,-11.1497,6.4549,-0.7925,0.0642,0.0181,0.0
1082.0234,-11.1471,6.4552,-0.7925,0.0642,0.0181,0.0
1082.0377,-11.1444,6.4555,-0.7926,0.0642,0.0181,0.0
1082.0521,-11.1417,6.4558,-0.7927,0.0642,0.0181,0.0
1082.0664,-11.1391,6.456,-0.7928,0.0642,0.0181,0.0
1082.0808,-11.1364,6.4563,-0.7929,0.0642,0.0181,0.0
1082.0951,-11.1337,6.4566,-0.793,0.0642,0.0182,0.0
1082.1094,-11.1311,6.4569,-0.7931,0.0642,0.0182,0.0
1082.1238,-11.1284,6.4572,-0.7931,0.0642,0.0182,0.0
1082.1381,-11.1258,6.4575,-0.7932,0.0642,0.0182,0.0
1082.1524,-11.1231,6.4578,-0.7933,0.0642,0.0182,0.0
1082.1668,-11.1205,6.458,-0.7934,0.0642,0.0182,0.0
1082.1811,-11.1178,6.4583,-0.7935,0.0642,0.0182,0.0
1082.1954,-11.1152,6.4586,-0.7936,0.0642,0.0182,0.0
1082.2098,-11.1125,6.4589,-0.7936,0.0642,0.0182,0.0
1082.2241,-11.1098,6.4592,-0.7937,0.0642,0.0182,0.0
1082.2384,-11.1072,6.4595,-0.7938,0.0642,0.0182,0.0
1082.2528,-11.1045,6.4597,-0.7939,0.0642,0.0182,0.0
1082.2671,-11.1019,6.46,-0.7939,0.0642,0.0182,0.0
1082.2814,-11.0992,6.4603,-0.794,0.0642,0.0182,0.0
1082.2958,-11.0966,6.4606,-0.7941,0.0642,0.0182,0.0
1082.3101,-11.094,6.4609,-0.7942,0.0642,0.0182,0.0
1082.3244,-11.0913,6.4612,-0.7943,0.0642,0.0182,0.0
1082.3388,-11.0887,6.4615,-0.7943,0.0642,0.0182,0.0
1082.3531,-11.086,6.4617,-0.7944,0.0642,0.0182,0.0
1082.3674,-11.0834,6.462,-0.7945,0.0642,0.0182,0.0
1082.3818,-11.0807,6.4623,-0.7945,0.0642,0.0182,0.0
1082.3961,-11.0781,6.4626,-0.7946,0.0642,0.0182,0.0
1082.4104,-11.0755,6.4629,-0.7947,0.0642,0.0182,0.0
1082.4248,-11.0728,6.4632,-0.7948,0.0642,0.0182,0.0
1082.4391,-11.0702,6.4634,-0.7948,0.0642,0.0182,0.0
1082.4534,-11.0675,6.4637,-0.7949,0.0642,0.0182,0.0
1082.4678,-11.0649,6.464,-0.795,0.0642,0.0182,0.0
1082.4821,-11.0623,6.4643,-0.795,0.0642,0.0182,0.0
1082.4964,-11.0596,6.4646,-0.7951,0.0642,0.0182,0.0
1082.5108,-11.057,6.4649,-0.7952,0.0642,0.0182,0.0
1082.5251,-11.0544,6.4651,-0.7952,0.0642,0.0182,0.0
1082.5394,-11.0517,6.4654,-0.7953,0.0642,0.0182,0.0
1082.5538,-11.0491,6.4657,-0.7954,0.0642,0.0182,0.0
1082.5681,-11.0465,6.466,-0.7954,0.0642,0.0182,0.0
1082.5825,-11.0439,6.4663,-0.7955,0.0642,0.0182,0.0
1082.5968,-11.0412,6.4666,-0.7956,0.0642,0.0182,0.0
1082.6111,-11.0386,6.4669,-0.7956,0.0642,0.0183,0.0
1082.6255,-11.036,6.4671,-0.7957,0.0642,0.0183,0.0
1082.6398,-11.0334,6.4674,-0.7958,0.0642,0.0183,0.0
1082.6541,-11.0307,6.4677,-0.7958,0.0642,0.0183,0.0
1082.6685,-11.0281,6.468,-0.7959,0.0642,0.0183,0.0
1082.6828,-11.0255,6.4683,-0.7959,0.0642,0.0183,0.0
1082.6971,-11.0229,6.4686,-0.796,0.0642,0.0183,0.0
1082.7115,-11.0203,6.4688,-0.7961,0.0642,0.0183,0.0
1082.7258,-11.0176,6.4691,-0.7961,0.0642,0.0183,0.0
1082.7401,-11.015,6.4694,-0.7962,0.0642,0.0183,0.0
1082.7545,-11.0124,6.4697,-0.7962,0.0642,0.0183,0.0
1082.7688,-11.0098,6.47,-0.7963,0.0642,0.0183,0.0
1082.7831,-11.0072,6.4703,-0.7964,0.0642,0.0183,0.0
1082.7975,-11.0046,6.4705,-0.7964,0.0642,0.0183,0.0
1082.8118,-11.002,6.4708,-0.7965,0.0642,0.0183,0.0
1082.8261,-10.9993,6.4711,-0.7965,0.0642,0.0183,0.0
1082.8405,-10.9967,6.4714,-0.7966,0.0642,0.0183,0.0
1082.8548,-10.9941,6.4717,-0.7966,0.0642,0.0183,0.0
1082.8691,-10.9915,6.472,-0.7967,0.0642,0.0183,0.0
1082.8835,-10.9889,6.4722,-0.7967,0.0642,0.0183,0.0
1082.8978,-10.9863,6.4725,-0.7968,0.0642,0.0183,0.0
1082.9121,-10.9837,6.4728,-0.7968,0.0642,0.0183,0.0
1082.9265,-10.9811,6.4731,-0.7969,0.0642,0.0183,0.0
1082.9408,-10.9785,6.4734,-0.797,0.0642,0.0183,0.0
1082.9551,-10.9759,6.4737,-0.797,0.0642,0.0183,0.0
1082.9695,-10.9733,6.4739,-0.7971,0.0642,0.0183,0.0
1082.9838,-10.9707,6.4742,-0.7971,0.0642,0.0183,0.0
1082.9981,-10.9681,6.4745,-0.7972,0.0642,0.0183,0.0
1083.0125,-10.9655,6.4748,-0.7972,0.0642,0.0183,0.0
1083.0268,-10.9629,6.4751,-0.7972,0.0642,0.0183,0.0
1083.0411,-10.9603,6.4754,-0.7973,0.0642,0.0183,0.0
1083.0554,-10.9577,6.4756,-0.7973,0.0642,0.0183,0.0
1083.0698,-10.9551,6.4759,-0.7974,0.0642,0.0183,0.0
1083.0841,-10.9525,6.4762,-0.7974,0.0642,0.0183,0.0
1083.0984,-10.9499,6.4765,-0.7975,0.0642,0.0183,0.0
1083.1128,-10.9473,6.4768,-0.7975,0.0642,0.0183,0.0
1083.1271,-10.9447,6.4771,-0.7976,0.0642,0.0183,0.0
1083.1414,-10.9421,6.4773,-0.7976,0.0642,0.0184,0.0
1083.1558,-10.9395,6.4776,-0.7977,0.0642,0.0184,0.0
1083.1701,-10.9369,6.4779,-0.7977,0.0642,0.0184,0.0
1083.1844,-10.9344,6.4782,-0.7977,0.0642,0.0184,0.0
1083.1988,-10.9318,6.4785,-0.7978,0.0642,0.0184,0.0
1083.2131,-10.9292,6.4787,-0.7978,0.0642,0.0184,0.0
1083.2274,-10.9266,6.479,-0.7979,0.0642,0.0184,0.0
1083.2418,-10.924,6.4793,-0.7979,0.0642,0.0184,0.0
1083.2561,-10.9214,6.4796,-0.798,0.0642,0.0184,0.0
1083.2704,-10.9188,6.4799,-0.798,0.0642,0.0184,0.0
1083.2848,-10.9163,6.4802,-0.798,0.0642,0.0184,0.0
1083.2991,-10.9137,6.4804,-0.7981,0.0642,0.0184,0.0
1083.3134,-10.9111,6.4807,-0.7981,0.0642,0.0184,0.0
1083.3278,-10.9085,6.481,-0.7982,0.0642,0.0184,0.0
1083.3421,-10.906,6.4813,-0.7982,0.0642,0.0184,0.0
1083.3564,-10.9034,6.4816,-0.7982,0.0642,0.0184,0.0
1083.3708,-10.9008,6.4819,-0.7983,0.0642,0.0184,0.0
1083.3851,-10.8982,6.4821,-0.7983,0.0642,0.0184,0.0
1083.3994,-10.8957,6.4824,-0.7983,0.0642,0.0184,0.0
1083.4138,-10.8931,6.4827,-0.7984,0.0642,0.0184,0.0
1083.4281,-10.8905,6.483,-0.7984,0.0642,0.0184,0.0
1083.4424,-10.8879,6.4833,-0.7984,0.0642,0.0184,0.0
1083.4568,-10.8854,6.4836,-0.7985,0.0642,0.0184,0.0
1083.4711,-10.8828,6.4838,-0.7985,0.0642,0.0184,0.0
1083.4854,-10.8802,6.4841,-0.7985,0.0642,0.0184,0.0
1083.4997,-10.8777,6.4844,-0.7986,0.0642,0.0184,0.0
1083.5141,-10.8751,6.4847,-0.7986,0.0642,0.0184,0.0
1083.5284,-10.8725,6.485,-0.7986,0.0642,0.0184,0.0
1083.5427,-10.87,6.4852,-0.7987,0.0642,0.0184,0.0
1083.5571,-10.8674,6.4855,-0.7987,0.0642,0.0184,0.0
1083.5714,-10.8648,6.4858,-0.7987,0.0642,0.0184,0.0
1083.5857,-10.8623,6.4861,-0.7988,0.0642,0.0184,0.0
1083.6001,-10.8597,6.4864,-0.7988,0.0642,0.0184,0.0
1083.6144,-10.8572,6.4867,-0.7988,0.0642,0.0184,0.0
1083.6287,-10.8546,6.4869,-0.7988,0.0642,0.0184,0.0
1083.6431,-10.852,6.4872,-0.7989,0.0642,0.0184,0.0
1083.6574,-10.8495,6.4875,-0.7989,0.0642,0.0185,0.0
1083.6717,-10.8469,6.4878,-0.7989,0.0642,0.0185,0.0
1083.6861,-10.8444,6.4881,-0.799,0.0642,0.0185,0.0
1083.7004,-10.8418,6.4883,-0.799,0.0642,0.0185,0.0
1083.7147,-10.8393,6.4886,-0.799,0.0642,0.0185,0.0
1083.7291,-10.8367,6.4889,-0.799,0.0642,0.0185,0.0
1083.7434,-10.8342,6.4892,-0.7991,0.0642,0.0185,0.0
1083.7577,-10.8316,6.4895,-0.7991,0.0642,0.0185,0.0
1083.772,-10.8291,6.4898,-0.7991,0.0642,0.0185,0.0
1083.7864,-10.8265,6.49,-0.7991,0.0642,0.0185,0.0
1083.8007,-10.824,6.4903,-0.7992,0.0642,0.0185,0.0
1083.815,-10.8214,6.4906,-0.7992,0.0642,0.0185,0.0
1083.8294,-10.8189,6.4909,-0.7992,0.0642,0.0185,0.0
1083.8437,-10.8163,6.4912,-0.7992,0.0642,0.0185,0.0
1083.858,-10.8138,6.4914,-0.7992,0.0642,0.0185,0.0
1083.8724,-10.8112,6.4917,-0.7993,0.0642,0.0185,0.0
1083.8867,-10.8087,6.492,-0.7993,0.0642,0.0185,0.0
1083.901,-10.8061,6.4923,-0.7993,0.0642,0.0185,0.0
1083.9154,-10.8036,6.4926,-0.7993,0.0642,0.0185,0.0
1083.9297,-10.8011,6.4929,-0.7993,0.0642,0.0185,0.0
1083.944,-10.7985,6.4931,-0.7994,0.0642,0.0185,0.0
1083.9583,-10.796,6.4934,-0.7994,0.0642,0.0185,0.0
1083.9727,-10.7934,6.4937,-0.7994,0.0642,0.0185,0.0
1083.987,-10.7909,6.494,-0.7994,0.0642,0.0185,0.0
1084.0013,-10.7884,6.4943,-0.7994,0.0642,0.0185,0.0
1084.0157,-10.7858,6.4945,-0.7995,0.0642,0.0185,0.0
1084.03,-10.7833,6.4948,-0.7995,0.0642,0.0185,0.0
1084.0443,-10.7808,6.4951,-0.7995,0.0642,0.0185,0.0
1084.0587,-10.7782,6.4954,-0.7995,0.0642,0.0185,0.0
1084.073,-10.7757,6.4957,-0.7995,0.0642,0.0185,0.0
1084.0873,-10.7732,6.4959,-0.7995,0.0642,0.0185,0.0
1084.1016,-10.7707,6.4962,-0.7995,0.0642,0.0185,0.0
1084.116,-10.7681,6.4965,-0.7996,0.0642,0.0185,0.0
1084.1303,-10.7656,6.4968,-0.7996,0.0642,0.0185,0.0
1084.1446,-10.7631,6.4971,-0.7996,0.0642,0.0185,0.0
1084.159,-10.7605,6.4974,-0.7996,0.0642,0.0185,0.0
1084.1733,-10.758,6.4976,-0.7996,0.0642,0.0185,0.0
1084.1876,-10.7555,6.4979,-0.7996,0.0642,0.0186,0.0
1084.202,-10.753,6.4982,-0.7996,0.0642,0.0186,0.0
1084.2163,-10.7504,6.4985,-0.7996,0.0642,0.0186,0.0
1084.2306,-10.7479,6.4988,-0.7997,0.0642,0.0186,0.0
1084.2449,-10.7454,6.499,-0.7997,0.0642,0.0186,0.0
1084.2593,-10.7429,6.4993,-0.7997,0.0642,0.0186,0.0
1084.2736,-10.7404,6.4996,-0.7997,0.0642,0.0186,0.0
1084.2879,-10.7379,6.4999,-0.7997,0.0642,0.0186,0.0
1084.3023,-10.7353,6.5002,-0.7997,0.0642,0.0186,0.0
1084.3166,-10.7328,6.5004,-0.7997,0.0642,0.0186,0.0
1084.3309,-10.7303,6.5007,-0.7997,0.0642,0.0186,0.0
1084.3452,-10.7278,6.501,-0.7997,0.0642,0.0186,0.0
1084.3596,-10.7253,6.5013,-0.7997,0.0642,0.0186,0.0
1084.3739,-10.7228,6.5016,-0.7997,0.0642,0.0186,0.0
1084.3882,-10.7203,6.5018,-0.7998,0.0642,0.0186,0.0
1084.4026,-10.7177,6.5021,-0.7998,0.0642,0.0186,0.0
1084.4169,-10.7152,6.5024,-0.7998,0.0642,0.0186,0.0
1084.4312,-10.7127,6.5027,-0.7998,0.0642,0.0186,0.0
1084.4456,-10.7102,6.503,-0.7998,0.0642,0.0186,0.0
1084.4599,-10.7077,6.5032,-0.7998,0.0642,0.0186,0.0
1084.4742,-10.7052,6.5035,-0.7998,0.0642,0.0186,0.0
1084.4885,-10.7027,6.5038,-0.7998,0.0642,0.0186,0.0
1084.5029,-10.7002,6.5041,-0.7998,0.0642,0.0186,0.0
1084.5172,-10.6977,6.5044,-0.7998,0.0642,0.0186,0.0
